O*NET-SOC Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
41-2031.00,Retail Salespersons,2.88,3.75,2.5,3.0,3.12,0.0,0.0,0.0,2.75,2.75,2.25,1.25,1.0,2.12,2.0,3.12,3.75,1.38,0.62,1.5,4.0,0.25,1.25,3.12,0.0,0.0,3.88,3.12,3.12,1.88,2.0,1.0,2.88,0.88,3.0
41-3011.00,Advertising Sales Agents,3.62,4.0,3.12,3.25,3.75,0.0,0.0,0.0,2.75,3.25,2.62,1.88,1.75,2.38,2.75,3.38,3.88,2.0,2.0,2.0,4.0,1.12,0.75,3.88,0.0,0.0,3.75,3.62,4.0,2.88,2.75,1.12,3.0,0.0,3.38
41-3021.00,Insurance Sales Agents,3.38,4.0,3.12,3.0,3.88,0.0,0.0,0.0,2.88,3.25,2.75,0.25,0.12,1.88,3.0,3.0,3.38,1.0,1.5,1.25,3.88,0.75,0.12,4.0,0.0,0.12,3.5,3.0,4.0,3.0,3.0,0.75,3.0,0.0,3.62
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3.75,3.88,3.5,3.12,3.75,0.12,0.38,0.12,3.25,3.5,2.88,2.75,1.38,2.62,3.25,3.75,3.25,0.12,1.62,0.88,3.62,1.5,0.88,3.75,0.0,0.38,3.62,3.25,3.75,3.38,3.62,0.88,2.88,0.12,3.5
41-3041.00,Travel Agents,3.12,4.0,2.88,2.88,3.75,0.0,0.12,0.0,2.62,3.0,2.25,2.0,0.75,1.62,2.5,2.88,3.25,0.62,1.25,0.75,3.5,0.75,0.25,3.75,0.0,0.25,4.0,3.12,3.12,2.0,2.0,0.88,2.88,0.0,3.0
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.75,4.12,3.12,3.38,3.75,0.0,0.62,0.0,3.12,3.38,3.0,2.62,2.5,2.5,2.88,3.12,4.0,1.25,2.5,1.62,4.0,1.0,1.12,4.12,0.0,0.62,3.38,3.75,4.0,3.0,2.62,1.62,3.0,0.0,3.62
41-4011.07,Solar Sales Representatives and Assessors,3.38,3.75,3.12,3.38,3.75,0.0,0.62,0.12,3.12,3.12,2.5,2.0,1.5,2.0,3.25,3.38,3.5,1.5,1.88,1.25,3.75,0.75,2.0,3.88,0.0,0.88,3.62,3.38,3.88,2.88,3.0,1.5,2.75,1.12,3.38
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.25,4.0,3.0,3.12,3.75,0.0,0.0,0.0,2.75,3.0,2.12,1.0,1.0,1.75,2.25,3.25,3.88,1.0,1.25,0.75,4.0,0.5,0.38,3.75,0.0,0.0,3.12,3.5,4.0,2.12,2.12,0.75,3.0,0.0,3.25
41-9011.00,Demonstrators and Product Promoters,3.0,3.62,2.38,3.25,3.0,0.0,0.0,0.0,3.0,2.62,2.75,0.62,0.88,2.38,1.88,3.12,2.88,0.88,2.0,2.0,3.88,0.12,1.88,3.25,0.0,0.0,3.12,3.25,3.88,2.0,2.12,0.88,2.88,1.62,3.0
41-9012.00,Models,1.62,2.62,1.75,2.0,1.88,0.0,0.0,0.0,0.38,1.88,0.12,0.0,0.0,0.75,0.25,1.75,1.75,0.0,0.38,0.0,1.75,0.0,0.12,2.0,0.0,0.0,1.62,2.62,2.12,0.75,0.12,0.5,2.0,0.0,2.0
41-9021.00,Real Estate Brokers,3.75,4.0,2.88,2.88,3.88,0.0,0.0,0.0,2.25,4.0,2.0,2.0,0.88,2.75,3.0,3.38,4.0,1.0,1.0,0.75,4.0,0.5,2.25,4.12,0.0,0.12,3.25,3.12,4.0,2.25,2.38,0.38,3.0,0.62,3.5
41-9022.00,Real Estate Sales Agents,3.25,4.0,3.0,3.62,4.0,0.0,0.0,0.0,3.0,3.75,2.38,2.12,1.38,2.75,3.25,3.0,3.88,1.5,1.25,1.5,4.12,0.62,2.0,4.0,0.0,0.12,3.75,3.75,4.0,2.75,3.0,0.62,3.12,0.88,3.5
41-9031.00,Sales Engineers,4.12,4.12,4.0,3.62,4.0,0.0,1.0,0.0,3.75,4.0,3.38,2.38,2.38,3.0,3.62,3.5,4.0,1.0,2.75,1.75,4.25,1.38,1.75,4.88,0.0,2.0,3.88,3.88,4.25,3.88,3.75,2.88,3.12,1.5,4.0
41-9041.00,Telemarketers,1.62,3.88,2.0,2.25,3.12,0.0,0.0,0.0,1.25,2.12,0.75,0.25,0.25,1.12,0.5,2.12,2.62,0.12,0.38,0.25,3.62,0.25,0.12,3.25,0.0,0.0,3.12,3.0,3.75,0.88,0.88,0.25,2.12,0.0,2.5
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.62,3.12,2.25,3.12,3.12,0.0,0.0,0.0,2.12,2.88,2.0,0.88,1.25,1.38,1.12,2.88,3.38,0.62,1.12,0.38,4.0,0.62,0.12,2.75,0.0,0.0,3.12,3.12,3.38,1.75,2.0,0.75,2.88,0.0,2.75
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.75,3.88,3.25,3.75,3.88,0.0,0.0,0.0,3.62,3.12,3.75,2.62,2.62,3.75,2.75,4.0,3.62,0.25,2.5,2.0,3.5,1.0,2.75,3.75,0.0,0.0,3.5,3.88,4.0,3.0,3.0,0.62,3.75,1.38,3.75
43-2011.00,"Switchboard Operators, Including Answering Service",2.25,3.0,2.12,2.62,2.75,0.0,0.0,0.0,1.88,2.12,1.88,0.0,0.0,1.38,1.25,2.5,2.12,0.75,0.5,1.38,2.25,0.38,0.75,2.88,0.0,0.0,2.88,3.0,2.88,1.62,0.88,0.0,2.25,0.5,2.38
43-2021.00,Telephone Operators,2.0,3.5,2.62,2.25,3.25,0.0,0.0,0.0,1.62,1.88,1.88,0.62,0.5,1.5,1.38,2.38,1.88,0.25,0.75,1.12,2.0,0.62,0.12,2.75,0.0,0.0,3.38,2.88,3.38,1.5,1.25,0.5,2.0,0.0,2.5
43-3011.00,Bill and Account Collectors,2.75,3.62,2.88,2.88,3.5,0.0,0.0,0.0,2.38,2.75,2.12,0.75,0.5,2.0,2.62,2.88,3.12,0.0,0.25,1.0,3.62,0.38,0.88,3.62,0.0,0.0,2.75,3.0,3.62,2.38,2.0,0.0,2.88,0.5,3.12
43-3021.00,Billing and Posting Clerks,2.62,3.38,2.62,2.62,3.25,0.5,0.5,0.0,2.38,2.75,2.62,0.88,0.88,2.12,2.88,2.62,2.25,1.0,0.38,1.38,2.12,1.12,1.12,3.38,0.88,0.12,2.75,2.62,3.12,2.12,2.25,0.38,2.75,1.0,2.88
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.12,3.75,2.88,2.75,3.25,0.0,0.0,0.0,2.0,2.88,1.88,1.75,0.88,2.0,3.38,2.88,2.38,0.12,0.38,0.62,2.12,0.38,0.12,3.75,0.0,0.12,2.88,2.75,3.12,2.12,2.12,0.12,2.88,0.0,3.12
43-3041.00,Gambling Cage Workers,2.25,3.12,2.25,2.75,3.25,0.0,0.0,0.0,2.75,2.38,2.12,1.0,0.75,2.25,2.88,3.0,2.62,1.38,0.12,1.5,2.25,0.38,1.75,3.0,0.0,0.0,3.0,3.0,3.0,1.38,1.25,0.0,2.75,0.5,3.0
43-3051.00,Payroll and Timekeeping Clerks,2.88,3.38,3.0,2.12,3.12,0.0,0.0,0.0,2.12,2.88,2.62,0.25,0.0,2.0,3.12,3.0,2.0,0.0,0.38,1.0,2.0,1.0,0.75,3.75,0.0,0.0,2.75,2.88,3.12,2.25,1.88,0.38,3.0,0.0,3.12
43-3061.00,Procurement Clerks,3.62,4.0,3.12,2.88,3.75,0.0,0.0,0.0,2.25,3.12,2.38,2.62,2.12,2.75,2.38,3.0,3.5,0.0,1.25,0.25,2.38,0.62,0.88,4.0,0.0,0.0,3.0,3.0,3.88,2.38,2.0,0.5,3.0,0.0,3.25
43-3071.00,Tellers,3.0,3.62,2.88,2.75,3.25,0.0,0.0,0.0,2.88,2.88,2.5,1.0,0.88,2.25,2.75,3.12,2.12,1.38,0.25,2.0,2.38,0.38,1.5,3.25,0.0,0.0,3.0,3.0,3.0,2.12,2.25,0.5,2.88,0.62,3.0
43-4011.00,Brokerage Clerks,3.0,3.88,2.88,2.88,3.62,0.0,0.0,0.0,2.0,2.88,2.75,1.25,1.0,2.12,3.5,3.0,2.5,0.25,0.75,1.12,2.12,1.75,0.12,3.75,0.0,0.0,3.12,3.0,3.62,2.12,2.25,0.0,3.12,0.0,3.5
43-4021.00,Correspondence Clerks,2.75,3.88,2.75,2.88,3.75,0.0,0.0,0.0,2.0,3.0,2.38,0.38,0.5,2.25,2.5,2.75,2.75,0.12,0.25,0.38,2.88,0.38,0.5,4.0,0.0,0.25,3.0,2.88,3.5,2.12,2.12,0.25,2.88,0.0,4.12
43-4031.00,"Court, Municipal, and License Clerks",2.62,3.62,2.62,3.0,3.38,0.25,0.5,0.0,2.38,2.62,2.62,1.25,1.0,2.62,2.12,2.88,2.25,0.75,0.38,1.12,2.12,0.88,1.12,3.62,0.25,0.12,3.0,2.75,3.62,2.25,2.25,0.75,3.0,0.5,3.5
43-4041.00,"Credit Authorizers, Checkers, and Clerks",3.0,3.81,3.06,3.0,3.5,0.0,0.0,0.0,2.88,3.25,2.25,0.69,0.44,2.31,1.75,3.0,2.56,0.0,0.0,0.06,2.56,0.38,0.0,3.63,0.0,0.12,2.81,2.94,3.56,2.06,2.12,0.0,2.88,0.0,3.44
43-4051.00,Customer Service Representatives,2.88,4.0,3.0,3.0,3.5,0.0,0.0,0.0,2.88,3.0,2.88,0.5,0.5,2.12,2.25,3.0,3.0,0.0,0.62,1.0,3.0,0.62,0.12,3.12,0.0,0.0,3.62,3.0,3.75,2.12,2.12,0.88,3.0,0.0,3.0
43-4061.00,"Eligibility Interviewers, Government Programs",3.25,4.12,3.0,3.0,3.62,0.0,0.0,0.0,2.38,3.25,2.25,0.12,0.0,1.88,2.25,3.12,2.88,0.0,0.0,0.5,2.88,0.25,0.0,4.0,0.0,0.25,3.62,3.88,4.25,2.38,2.25,0.25,3.0,0.0,3.88
43-4071.00,File Clerks,2.25,3.0,2.25,2.25,3.0,0.0,0.12,0.0,2.12,2.25,2.12,0.5,1.25,1.75,2.12,2.25,2.12,1.25,1.12,0.75,2.12,0.62,1.25,3.0,0.0,0.0,2.38,2.25,3.0,2.12,1.88,0.62,2.75,0.25,3.0
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.25,3.25,2.75,3.12,3.5,0.0,0.0,0.0,2.88,2.88,2.62,0.88,0.75,3.0,2.12,3.0,2.88,0.12,0.0,1.5,2.88,0.88,1.38,3.5,0.0,0.0,3.62,3.25,3.0,2.12,2.25,0.88,3.0,0.5,2.88
43-4111.00,"Interviewers, Except Eligibility and Loan",3.0,4.0,3.12,3.0,3.25,0.0,0.0,0.0,2.88,2.75,2.88,0.88,0.88,2.88,2.12,3.12,3.12,0.0,1.62,1.12,3.12,1.12,0.12,3.62,0.0,0.0,3.25,3.25,4.0,2.25,2.25,0.38,3.25,0.0,3.38
43-4121.00,"Library Assistants, Clerical",2.12,3.0,2.12,2.88,2.88,0.25,0.0,0.0,2.5,2.25,2.12,1.12,1.62,2.12,2.12,2.75,2.12,0.0,0.25,1.0,2.12,0.5,1.25,3.25,0.25,0.0,3.0,2.75,3.0,1.88,1.75,0.38,2.5,0.25,3.0
43-4131.00,Loan Interviewers and Clerks,3.5,4.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,3.75,2.75,1.25,0.25,2.25,3.12,3.0,3.0,0.0,2.12,1.62,3.12,1.12,1.0,4.0,0.0,0.25,3.25,3.12,4.0,2.75,2.62,0.75,3.12,0.62,3.88
43-4141.00,New Accounts Clerks,2.62,4.0,2.62,2.88,3.5,0.0,0.0,0.0,2.0,3.0,2.12,0.5,0.12,1.75,3.0,3.0,2.0,0.25,0.38,0.75,2.88,0.75,0.62,3.62,0.0,0.0,3.38,3.0,3.88,2.0,2.0,0.25,2.5,0.0,3.0
43-4151.00,Order Clerks,3.0,3.62,2.62,3.0,3.5,0.0,0.0,0.0,2.0,2.75,2.12,1.12,1.25,1.62,2.75,3.0,2.88,0.75,0.75,0.88,3.0,0.38,2.25,3.5,0.0,0.0,3.25,3.0,3.5,2.0,2.12,0.25,2.75,0.5,3.0
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.12,4.0,2.75,3.0,3.62,0.0,0.0,0.0,2.88,3.0,2.88,0.75,0.75,2.62,2.0,3.5,2.5,0.25,1.25,1.12,2.75,0.75,0.38,4.0,0.0,0.12,3.0,3.38,3.75,2.12,2.12,0.75,2.88,0.0,3.62
43-4171.00,Receptionists and Information Clerks,2.12,3.12,2.62,2.88,3.0,0.0,0.0,0.0,2.0,2.12,1.88,0.5,0.38,2.0,1.88,2.75,2.38,0.0,0.25,0.88,2.5,0.5,1.38,3.12,0.0,0.0,3.25,2.88,3.0,2.0,2.0,0.0,2.62,0.38,3.0
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.0,4.0,3.0,3.0,3.62,0.0,0.0,0.0,2.75,3.0,2.62,0.38,0.5,2.0,2.5,2.88,2.88,0.5,1.0,1.62,3.0,0.88,1.12,3.12,0.0,0.0,3.75,3.12,3.25,2.25,2.25,0.5,3.0,0.5,3.0
43-5011.00,Cargo and Freight Agents,2.75,3.0,2.88,3.0,3.62,0.62,0.75,0.25,2.5,2.75,1.88,0.38,1.38,2.25,2.5,3.12,3.12,1.25,1.38,1.62,2.88,0.38,2.0,3.12,0.5,0.0,3.0,3.0,3.0,2.12,2.12,0.38,3.0,1.38,3.0
43-5011.01,Freight Forwarders,3.12,3.38,3.12,3.25,3.38,0.0,0.0,0.0,2.75,3.12,3.0,2.38,2.0,2.62,3.0,3.25,3.38,0.0,1.0,1.5,3.25,0.75,0.38,3.25,0.0,0.0,3.25,3.12,3.38,3.12,3.12,0.62,3.25,0.0,3.25
43-5021.00,Couriers and Messengers,2.25,2.88,2.38,2.38,2.62,1.0,0.12,0.0,1.62,2.0,1.88,0.75,0.62,1.38,2.12,2.12,1.75,2.25,0.38,2.12,1.75,0.0,1.38,2.88,0.12,0.12,2.62,2.38,2.62,1.88,1.62,0.38,2.75,1.5,2.75
43-5031.00,Public Safety Telecommunicators,3.0,4.0,3.12,3.75,3.88,0.62,0.75,0.12,3.0,3.12,2.88,1.0,1.12,2.62,1.75,3.25,3.0,1.0,1.62,2.12,3.12,1.0,2.0,3.75,0.62,0.38,3.38,4.0,4.0,2.62,2.25,0.75,3.0,1.88,3.0
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.88,3.88,3.0,3.62,3.75,0.0,0.0,0.0,2.5,2.88,2.75,1.0,1.38,2.75,2.0,3.25,2.75,0.38,0.75,1.75,2.88,0.38,1.88,3.25,0.0,0.12,2.88,3.0,3.88,2.75,2.75,0.75,3.12,0.62,2.88
43-5041.00,"Meter Readers, Utilities",2.12,3.0,2.62,2.12,2.75,1.12,1.12,0.25,2.38,2.5,2.5,1.0,1.0,1.88,2.12,2.88,2.12,2.38,0.62,2.38,2.12,0.88,2.12,2.88,1.0,0.12,2.75,2.12,3.0,1.88,1.75,0.62,2.62,1.88,2.75
43-5051.00,Postal Service Clerks,2.0,3.12,2.5,2.25,3.25,0.0,0.0,0.0,2.0,2.12,2.0,1.62,1.25,2.0,2.5,2.5,2.0,1.0,0.5,1.62,2.5,0.62,2.0,3.12,0.0,0.0,3.0,2.38,3.0,1.88,1.25,0.5,2.62,1.5,3.0
43-5052.00,Postal Service Mail Carriers,2.0,3.0,2.12,2.62,2.75,0.0,0.0,0.0,0.12,2.12,1.12,0.12,0.5,0.0,1.12,2.25,2.0,2.12,1.0,2.12,2.12,0.0,0.88,2.88,0.0,0.0,2.12,2.75,2.75,1.25,1.12,0.0,2.38,0.12,2.12
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.0,2.75,2.0,2.88,2.62,0.62,0.12,0.0,2.38,2.12,2.12,0.0,0.0,1.88,1.38,2.75,1.38,2.38,0.62,2.62,1.5,0.62,1.88,2.75,0.38,0.0,1.88,2.38,2.62,1.62,1.25,0.0,2.5,1.62,1.88
43-5061.00,"Production, Planning, and Expediting Clerks",2.75,3.62,3.12,3.0,3.62,0.0,0.12,0.0,2.12,2.88,2.12,2.12,2.38,2.38,2.62,3.5,2.75,0.5,1.25,1.88,2.75,1.0,1.88,3.75,0.0,0.12,2.5,2.88,3.12,3.0,2.12,1.0,3.5,1.25,3.0
43-5071.00,"Shipping, Receiving, and Inventory Clerks",2.12,3.0,2.25,2.88,3.0,0.0,0.25,0.0,2.25,2.75,2.25,1.12,1.12,2.12,2.25,3.0,2.12,2.0,0.62,2.12,2.12,0.62,2.0,3.12,0.0,0.0,2.25,2.5,3.0,2.25,1.62,0.88,2.38,1.25,2.75
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.75,3.0,2.75,3.0,3.0,1.25,1.25,0.0,2.38,2.88,2.5,1.12,1.0,2.75,2.75,3.12,2.12,1.75,0.5,2.25,2.25,1.12,2.75,3.0,1.25,0.75,3.0,2.88,3.0,2.12,2.12,0.5,2.88,1.38,3.0
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3.12,4.0,3.0,3.0,3.75,0.0,0.12,0.0,2.88,2.88,3.0,1.25,1.25,2.38,2.25,3.62,2.62,0.38,0.88,1.25,2.88,1.25,1.88,4.0,0.12,0.38,3.75,3.12,3.88,2.5,2.62,0.75,3.0,0.0,3.75
43-6012.00,Legal Secretaries and Administrative Assistants,2.75,4.0,2.62,2.62,3.12,0.0,0.0,0.0,1.88,2.62,2.0,0.25,0.12,1.75,2.0,3.0,2.25,0.0,0.25,1.0,2.25,0.5,1.62,3.88,0.0,0.0,3.0,2.88,3.25,2.12,1.88,0.0,3.12,0.0,3.88
43-6013.00,Medical Secretaries and Administrative Assistants,2.25,3.5,2.75,2.75,3.0,0.0,0.0,0.0,2.12,2.25,2.12,0.38,0.62,2.12,2.0,2.88,1.75,0.25,0.75,0.75,2.0,0.38,0.12,3.12,0.0,0.12,3.25,3.0,3.62,2.0,2.0,0.25,2.88,0.0,3.0
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.0,3.75,2.62,2.88,3.62,0.0,0.0,0.0,2.38,2.62,1.88,1.25,1.5,2.62,1.62,3.25,2.12,0.25,1.12,1.0,2.12,0.75,1.38,3.88,0.0,0.0,3.12,3.0,3.62,2.12,1.75,0.5,3.0,0.0,3.5
43-9021.00,Data Entry Keyers,2.12,3.0,2.5,2.12,2.88,0.0,0.5,0.0,2.38,2.38,2.12,0.88,0.88,2.25,2.0,2.25,2.12,0.0,0.25,1.88,2.12,1.0,1.0,3.38,0.0,0.0,2.12,2.5,3.0,2.12,2.0,0.38,2.88,0.0,3.0
43-9022.00,Word Processors and Typists,2.0,3.12,2.0,2.12,2.5,0.62,0.12,0.0,1.25,1.88,1.5,0.75,0.88,1.75,2.5,2.38,1.75,0.88,0.75,1.0,1.62,0.88,1.75,3.5,0.0,0.0,2.5,2.5,2.88,1.25,0.88,0.88,2.88,0.62,3.25
43-9031.00,Desktop Publishers,3.0,3.75,3.62,3.38,3.88,1.0,1.62,0.0,3.62,3.0,3.0,1.75,1.62,2.88,2.12,3.5,2.75,1.38,2.88,1.88,2.88,2.62,2.38,4.0,1.25,0.0,3.0,3.0,3.62,2.88,2.75,1.75,3.5,1.25,3.62
43-9041.00,Insurance Claims and Policy Processing Clerks,2.75,3.5,2.88,2.75,3.38,0.0,0.0,0.0,2.25,2.88,2.38,0.75,0.62,2.0,2.38,2.88,2.88,0.38,0.62,1.25,2.75,0.88,0.75,3.5,0.0,0.12,3.25,2.88,3.25,2.38,2.12,0.12,3.0,0.12,3.12
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.12,2.75,1.88,2.88,2.88,1.0,0.88,0.0,1.88,2.62,2.0,0.88,0.75,1.62,2.0,2.88,1.12,2.88,0.12,2.5,1.5,0.5,2.12,2.62,0.88,0.12,1.88,2.62,2.75,1.88,1.38,0.25,2.62,1.38,2.75
43-9061.00,"Office Clerks, General",2.75,3.5,2.25,3.0,3.0,0.0,0.0,0.0,2.75,2.25,2.25,0.88,1.38,2.0,2.12,2.88,2.12,0.38,0.25,2.0,2.12,0.38,1.0,3.5,0.0,0.0,2.88,3.0,3.0,1.88,1.75,0.38,2.75,0.5,3.12
43-9071.00,"Office Machine Operators, Except Computer",2.62,2.88,2.5,2.62,2.62,2.5,1.75,0.25,2.12,2.5,2.0,1.88,2.0,2.12,2.0,3.0,2.12,2.62,0.75,2.88,2.12,0.88,2.62,2.88,1.88,0.0,2.75,2.25,3.0,2.12,2.0,0.75,2.62,2.5,2.75
43-9081.00,Proofreaders and Copy Markers,2.38,3.12,2.38,2.12,3.0,0.0,0.0,0.0,1.25,2.25,1.38,0.0,0.0,0.88,1.0,2.75,1.0,0.0,0.38,0.0,1.5,0.25,1.88,4.25,0.0,0.12,0.88,1.88,3.12,1.0,1.12,0.0,2.5,0.0,4.0
43-9111.00,Statistical Assistants,3.75,3.62,3.38,2.75,3.88,0.0,0.0,0.0,2.88,3.0,3.0,0.5,0.38,2.0,4.88,3.0,2.62,0.0,1.38,0.75,2.62,3.5,1.75,4.0,0.0,2.5,2.75,2.88,3.75,2.5,2.62,1.0,3.0,0.0,3.75
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3.38,3.5,3.12,3.75,3.75,2.38,2.5,0.12,3.38,3.25,3.38,2.88,2.75,3.62,3.12,4.0,3.12,3.0,0.88,3.12,3.25,0.75,3.12,3.62,2.0,1.75,2.75,3.5,3.75,2.75,2.75,1.38,3.5,2.5,3.5
45-2011.00,Agricultural Inspectors,3.38,3.62,3.25,3.0,4.0,0.0,0.12,0.0,2.88,3.38,3.0,0.75,1.0,2.25,2.75,4.12,2.75,2.38,1.38,3.38,2.88,0.5,3.88,4.0,0.0,2.75,2.88,2.75,3.88,3.25,3.25,0.75,2.88,1.5,3.62
45-2021.00,Animal Breeders,2.75,3.0,2.88,2.25,3.25,0.0,0.5,0.0,1.62,3.0,2.0,1.62,1.75,1.75,2.12,3.0,1.5,2.62,1.25,2.75,2.38,0.5,2.75,2.88,0.0,2.88,2.12,2.38,2.75,2.25,1.88,0.25,2.75,1.62,2.75
45-2041.00,"Graders and Sorters, Agricultural Products",1.5,2.25,1.62,2.5,2.25,0.0,0.0,0.0,0.88,1.88,0.88,0.12,0.12,0.62,0.88,2.12,1.12,0.62,0.0,1.0,1.5,0.0,1.0,1.62,0.0,0.25,1.25,1.75,2.25,1.25,0.88,0.0,1.88,0.5,1.38
45-2091.00,Agricultural Equipment Operators,1.88,2.88,2.38,2.5,2.75,3.0,2.0,0.38,2.0,2.12,1.0,0.5,0.75,2.25,1.12,2.25,1.38,3.75,0.12,3.62,1.75,0.0,2.75,1.88,3.0,0.62,1.62,2.12,2.62,1.38,1.25,0.5,2.12,3.0,1.75
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2.5,2.62,2.5,2.38,2.62,2.62,2.38,1.0,2.0,2.25,2.12,1.25,1.25,2.0,1.88,2.38,2.0,2.62,1.0,2.62,2.25,0.75,2.25,2.62,2.5,0.5,2.25,2.38,2.88,2.38,2.25,0.75,2.5,2.25,2.5
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.38,3.0,2.25,3.0,3.0,2.62,2.12,0.0,2.5,3.0,2.12,0.75,1.38,2.12,1.75,3.25,2.0,3.0,0.38,3.0,2.0,0.0,2.75,2.75,2.62,1.38,2.0,2.12,2.88,2.12,2.12,0.38,2.88,2.5,2.75
45-3031.00,Fishing and Hunting Workers,2.19,2.56,2.69,2.56,2.94,2.5,2.25,0.38,2.0,2.62,2.12,1.19,1.13,2.31,1.25,3.0,2.37,2.87,1.12,2.69,2.0,0.0,2.25,2.56,2.75,1.19,1.94,2.19,2.63,1.38,1.62,0.44,2.56,2.44,2.19
45-4011.00,Forest and Conservation Workers,2.75,2.88,2.5,3.25,3.0,2.0,2.0,0.0,2.25,2.88,2.5,0.5,0.88,1.75,1.88,2.88,1.75,2.62,0.25,2.75,2.12,0.38,2.0,2.88,2.0,1.62,2.38,2.75,3.0,2.38,1.88,0.38,2.75,2.0,2.38
45-4021.00,Fallers,2.0,2.38,2.5,2.88,3.0,2.5,2.38,0.0,1.5,2.62,0.75,1.0,1.0,1.5,1.5,2.75,1.75,2.88,1.38,2.5,2.12,0.0,2.5,1.75,2.25,1.25,1.25,1.88,2.38,0.12,1.12,0.0,2.12,2.5,1.25
45-4022.00,Logging Equipment Operators,2.12,2.25,2.12,2.75,2.75,3.0,2.0,0.12,2.25,2.5,2.0,1.0,1.0,2.25,1.88,3.0,2.12,4.0,0.5,3.88,2.12,0.0,3.0,2.25,3.0,0.5,2.12,2.25,2.25,2.0,2.12,0.25,2.75,3.0,2.38
45-4023.00,Log Graders and Scalers,2.75,2.88,2.75,3.0,3.0,1.0,1.0,0.0,2.5,3.0,2.12,0.88,1.5,1.88,2.75,3.0,2.62,2.25,0.62,2.62,2.75,0.5,2.5,2.88,0.75,0.75,2.5,2.75,2.88,2.25,2.12,0.38,2.88,1.38,3.0
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3.12,3.62,3.25,3.88,3.38,2.0,2.62,0.0,3.0,3.12,3.0,2.0,2.25,3.88,3.0,3.38,3.0,3.0,2.62,2.88,3.12,0.25,3.12,3.62,2.0,0.75,3.0,3.38,3.75,3.0,3.12,0.75,3.5,2.0,3.12
47-1011.03,Solar Energy Installation Managers,3.25,3.75,3.5,3.88,3.75,2.25,2.12,1.75,3.5,3.38,3.0,2.75,3.0,3.88,3.25,3.62,3.62,2.62,1.75,3.12,3.5,1.0,3.12,3.75,2.5,0.88,3.12,3.5,3.62,3.25,3.12,1.88,3.88,2.75,3.38
47-2011.00,Boilermakers,3.0,3.0,3.12,2.75,3.12,3.0,2.75,1.5,2.38,3.12,2.75,0.62,1.5,2.38,2.0,3.12,2.12,3.5,2.5,3.38,2.12,0.0,3.25,3.0,3.12,1.88,2.25,2.62,2.88,2.38,2.25,1.0,3.0,3.0,2.88
47-2021.00,Brickmasons and Blockmasons,2.12,2.75,2.25,3.12,3.0,2.0,2.0,0.12,2.12,2.12,2.12,1.0,1.75,2.12,3.38,2.88,2.12,2.12,1.62,2.25,2.25,0.0,2.88,2.38,1.88,1.25,2.12,2.25,2.5,2.12,2.12,0.75,2.62,2.0,2.12
47-2022.00,Stonemasons,2.62,3.0,2.88,3.5,3.0,1.88,2.0,0.0,2.62,2.5,2.38,1.38,1.88,2.25,2.62,2.75,2.62,2.62,1.62,2.38,2.62,0.0,2.75,2.5,2.0,0.75,2.62,2.25,2.62,2.25,2.38,1.12,2.75,2.0,2.62
47-2031.00,Carpenters,2.88,3.12,2.88,3.88,3.62,2.0,2.62,1.75,3.0,2.88,2.38,1.62,2.12,2.5,3.5,3.5,2.5,2.62,1.62,2.75,2.38,0.5,3.12,3.12,2.38,0.75,2.5,2.75,3.0,2.25,2.38,0.88,2.88,2.12,2.62
